Player,Position,Team,Birthday,InjuryStatus
Connor Heyward,TE,PIT,1999/01/22,Healthy
Jason Huntley,RB,PIT,1998/04/20,Healthy
Diontae Johnson,WR,PIT,1996/07/05,Healthy
Josh Malone,WR,PIT,1996/03/21,Healthy
Ryan McCollum,C,PIT,1998/03/04,Healthy
Anthony McFarland Jr.,RB,PIT,1999/03/04,Healthy
Jeremy McNichols,RB,PIT,1995/12/26,Injured Reserve
Anthony Miller,WR,PIT,1994/10/09,Injured Reserve
Dan Moore Jr.,OT,PIT,1998/09/28,Healthy
Chukwuma Okorafor,OT,PIT,1997/08/08,Healthy
Gunner Olszewski,WR,PIT,1996/11/26,Healthy
George Pickens,WR,PIT,2001/03/04,Healthy
Kenny Pickett,QB,PIT,1998/06/06,Healthy
Mason Rudolph,QB,PIT,1995/07/17,Healthy
Trent Scott,OT,PIT,1994/01/25,Healthy
Steven Sims,WR,PIT,1997/03/31,Healthy
Benny Snell Jr.,RB,PIT,1998/02/27,Healthy
Master Teague,RB,PIT,2000/05/19,Healthy
Mitch Trubisky,QB,PIT,1994/08/20,Healthy
Jaylen Warren,RB,PIT,1998/11/01,Questionable
Derek Watt,FB,PIT,1992/11/07,Healthy
Cody White,WR,PIT,1998/11/28,Healthy
Rodney Williams,TE,PIT,1998/04/08,Healthy
Montravius Adams,DT,PIT,1995/07/24,Healthy
Marcus Allen,LB,PIT,1996/08/07,Healthy
Tyson Alualu,DE,PIT,1987/05/12,Healthy
David Anenih,LB,PIT,1999/08/15,Healthy
Devin Bush,LB,PIT,1998/07/18,Healthy
Carlos Davis,DT,PIT,1996/08/22,Healthy
Duke Dawson,CB,PIT,1995/10/13,Healthy
Terrell Edmunds,S,PIT,1997/01/20,Healthy
Minkah Fitzpatrick,S,PIT,1996/11/17,Healthy
Mark Gilbert,CB,PIT,1997/06/01,Healthy
Cameron Heyward,DT,PIT,1989/05/06,Healthy
Alex Highsmith,LB,PIT,1997/08/07,Healthy
Myles Jack,LB,PIT,1995/09/03,Healthy
Josh Jackson,CB,PIT,1996/04/03,Healthy
William Jackson III,CB,PIT,1992/10/27,Injured Reserve
Jamir Jones,LB,PIT,1998/06/14,Healthy
Karl Joseph,S,PIT,1993/09/08,Injured Reserve
Damontae Kazee,S,PIT,1993/06/05,Healthy
Miles Killebrew,S,PIT,1993/05/10,Healthy
DeMarvin Leal,DE,PIT,2000/07/01,Injured Reserve
Isaiahh Loudermilk,DE,PIT,1997/10/10,Healthy
Arthur Maulet,CB,PIT,1993/07/13,Healthy
Tre Norwood,S,PIT,1999/04/19,Healthy
Larry Ogunjobi,DT,PIT,1994/06/03,Healthy
James Pierre,CB,PIT,1996/09/16,Healthy
Carlins Platel,CB,PIT,1999/08/15,Injured Reserve
Malik Reed,LB,PIT,1996/08/05,Healthy
Elijah Riley,S,PIT,1998/06/12,Healthy
Mark Robinson,LB,PIT,1999/08/14,Healthy
Chapelle Russell,LB,PIT,1997/01/20,Healthy
Robert Spillane,LB,PIT,1995/12/14,Questionable
Cameron Sutton,CB,PIT,1995/02/27,Healthy
Levi Wallace,CB,PIT,1995/06/12,Healthy
T.J. Watt,LB,PIT,1994/10/11,Healthy
Ahkello Witherspoon,CB,PIT,1995/03/21,Questionable
Chris Wormley,DT,PIT,1993/10/25,Healthy
Chris Boswell,PK,PIT,1991/03/16,Injured Reserve
Pressley Harvin III,P,PIT,1998/09/17,Healthy
Christian Kuntz,LS,PIT,1994/04/13,Healthy
Matthew Wright,PK,PIT,1996/03/22,Healthy
Brandon Aiyuk,WR,SF,1998/03/17,Healthy
Aaron Banks,G,SF,1997/09/03,Healthy
Jake Brendel,C,SF,1992/09/10,Healthy
Daniel Brunskill,OT,SF,1994/01/27,Healthy
Spencer Burford,OT,SF,2000/07/19,Questionable
Tevin Coleman,RB,SF,1993/04/16,Healthy
Tyrion Davis-Price,RB,SF,2000/10/23,Healthy
Ross Dwelley,TE,SF,1995/01/26,Healthy
Jacob Eason,QB,SF,1997/11/17,Healthy
Jimmy Garoppolo,QB,SF,1991/11/02,Questionable
Danny Gray,WR,SF,1999/04/01,Healthy
Keith Ismael,C,SF,1998/07/25,Healthy
Jauan Jennings,WR,SF,1997/07/10,Healthy
Kyle Juszczyk,FB,SF,1991/04/23,Healthy
George Kittle,TE,SF,1993/10/09,Healthy
Tyler Kroft,TE,SF,1992/10/15,Healthy
Trey Lance,QB,SF,2000/05/09,Injured Reserve
Tay Martin,WR,SF,1997/12/14,Healthy
Jordan Mason,RB,SF,1999/05/24,Healthy
Jordan Matthews,TE,SF,1992/07/16,Injured Reserve
Christian McCaffrey,RB,SF,1996/06/07,Questionable
Ray-Ray McCloud III,WR,SF,1996/10/15,Healthy
Mike McGlinchey,OT,SF,1995/01/12,Healthy
Colton McKivitz,OT,SF,1996/08/09,Healthy
Elijah Mitchell,RB,SF,1998/05/02,Out
Jaylon Moore,G,SF,1998/01/09,Healthy
Dazz Newsome,WR,SF,1999/05/15,Healthy
Brock Purdy,QB,SF,1999/12/27,Healthy
Deebo Samuel,WR,SF,1996/01/15,Healthy
Willie Snead IV,WR,SF,1992/10/17,Healthy
Leroy Watson,OT,SF,1998/06/10,Healthy
Trent Williams,OT,SF,1988/07/19,Healthy
Charlie Woerner,TE,SF,1997/10/16,Healthy
Nick Zakelj,OT,SF,1999/06/22,Healthy
Azeez Al-Shaair,LB,SF,1997/08/04,Healthy
Arik Armstead,DE,SF,1993/11/15,Questionable
Nick Bosa,DE,SF,1997/10/23,Healthy
Oren Burks,LB,SF,1995/03/21,Healthy
Kalia Davis,DT,SF,1998/10/02,Out
Samson Ebukam,DE,SF,1995/05/09,Healthy
Demetrius Flannigan-Fowles,LB,SF,1996/09/04,Healthy
Tashaun Gipson Sr.,S,SF,1990/08/07,Healthy
Kevin Givens,DT,SF,1997/03/01,Healthy
Dre Greenlaw,LB,SF,1997/05/25,Healthy
Talanoa Hufanga,S,SF,2000/02/01,Healthy
Maurice Hurst,DT,SF,1995/05/09,Injured Reserve
Kerry Hyder Jr.,DE,SF,1991/05/02,Healthy
Drake Jackson,DE,SF,2001/04/12,Healthy
Janoris Jenkins,CB,SF,1988/10/29,Healthy
Dontae Johnson,CB,SF,1991/12/01,Healthy
Javon Kinlaw,DT,SF,1997/10/03,Injured Reserve
Deommodore Lenoir,CB,SF,1999/10/06,Healthy
T.Y. McGill,DT,SF,1992/11/23,Healthy
Tarvarius Moore,S,SF,1996/08/16,Healthy
Emmanuel Moseley,CB,SF,1996/03/25,Injured Reserve
George Odum,S,SF,1993/11/03,Healthy
Charles Omenihu,DE,SF,1997/08/20,Healthy
Hassan Ridgeway,DT,SF,1994/11/02,Healthy
Curtis Robinson,LB,SF,1998/06/02,Healthy
Akeem Spence,DT,SF,1991/11/29,Healthy
Ambry Thomas,CB,SF,1999/09/09,Healthy
Jason Verrett,CB,SF,1991/06/18,Injured Reserve
Charvarius Ward,CB,SF,1996/05/16,Healthy
Jimmie Ward,CB,SF,1991/07/18,Healthy
Fred Warner,LB,SF,1996/11/19,Healthy
Jordan Willis,DE,SF,1995/05/02,Healthy
Samuel Womack III,CB,SF,1999/07/07,Healthy
Robbie Gould,PK,SF,1982/12/06,Healthy
Taybor Pepper,LS,SF,1994/05/28,Healthy
Mitch Wishnowsky,P,SF,1992/03/03,Healthy
Austin Blythe,G,SEA,1992/06/16,Healthy
Charles Cross,OT,SEA,2000/11/25,Healthy
Jake Curhan,OT,SEA,1998/02/09,Healthy
DeeJay Dallas,RB,SEA,1998/09/16,Healthy
Will Dissly,TE,SEA,1996/07/08,Healthy
Dee Eskridge,WR,SEA,1997/03/23,Injured Reserve
Noah Fant,TE,SEA,1997/11/20,Healthy
Stone Forsythe,OT,SEA,1997/12/29,Healthy
Kyle Fuller,C,SEA,1994/03/04,Healthy
Marquise Goodwin,WR,SEA,1990/11/19,Healthy
Penny Hart,WR,SEA,1996/07/05,Healthy
Phil Haynes,G,SEA,1995/10/19,Healthy
Travis Homer,RB,SEA,1998/08/07,Healthy
Joey Hunt,C,SEA,1994/02/22,Healthy
Gabe Jackson,G,SEA,1991/07/12,Healthy
Cade Johnson,WR,SEA,1998/04/10,Healthy
Tony Jones Jr.,RB,SEA,1997/11/24,Healthy
Damien Lewis,G,SEA,1997/03/21,Healthy
Drew Lock,QB,SEA,1996/11/10,Healthy
Tyler Lockett,WR,SEA,1992/09/28,Healthy
Abraham Lucas,OT,SEA,1998/10/25,Healthy
Sean Mannion,QB,SEA,1992/04/25,Healthy
Jalen McKenzie,OT,SEA,1999/07/10,Healthy
DK Metcalf,WR,SEA,1997/12/14,Healthy
Colby Parkinson,TE,SEA,1999/01/08,Healthy
Rashaad Penny,RB,SEA,1996/02/02,Injured Reserve
Geno Smith,QB,SEA,1990/10/10,Healthy
Cody Thompson,WR,SEA,1996/01/11,Injured Reserve
Darwin Thompson,RB,SEA,1997/02/12,Healthy
Kenneth Walker III,RB,SEA,2000/10/20,Healthy
Easop Winston,WR,SEA,1996/12/17,Healthy
Dareke Young,WR,SEA,1999/06/04,Healthy
Jamal Adams,S,SEA,1995/10/17,Injured Reserve
Myles Adams,DT,SEA,1998/03/09,Healthy
Cody Barton,LB,SEA,1996/11/13,Healthy
Nick Bellore,LB,SEA,1989/05/12,Healthy
Joey Blount,S,SEA,1998/11/16,Healthy
Jordyn Brooks,LB,SEA,1997/10/21,Healthy
Tre Brown,CB,SEA,1997/09/24,Healthy
Coby Bryant,CB,SEA,1999/03/29,Healthy
Artie Burns,CB,SEA,1995/05/01,Healthy
Justin Coleman,CB,SEA,1993/03/27,Healthy
L.J. Collier,DE,SEA,1995/09/12,Healthy
Xavier Crawford,CB,SEA,1995/12/10,Healthy
Quandre Diggs,S,SEA,1993/01/22,Healthy
Isaiah Dunn,CB,SEA,1999/01/31,Injured Reserve
Poona Ford,DT,SEA,1995/11/19,Healthy
Cullen Gillaspia,LB,SEA,1995/06/12,Injured Reserve
Shelby Harris,DE,SEA,1991/08/11,Healthy
Jarrod Hewitt,DT,SEA,1997/11/03,Healthy
Godwin Igwebuike,S,SEA,1994/09/10,Healthy
Bruce Irvin,LB,SEA,1987/11/01,Healthy
Mike Jackson,CB,SEA,1997/01/10,Healthy
Quinton Jefferson,DT,SEA,1993/03/31,Healthy
Alexander Johnson,LB,SEA,1991/12/24,Healthy
Darryl Johnson,DE,SEA,1997/04/04,Injured Reserve
Josh Jones,S,SEA,1994/09/20,Healthy
Vi Jones,LB,SEA,1998/05/05,Healthy
Boye Mafe,LB,SEA,1998/11/30,Healthy
Bryan Mone,DT,SEA,1995/10/20,Healthy
Tanner Muse,LB,SEA,1996/09/06,Healthy
Ryan Neal,S,SEA,1995/12/24,Questionable
Uchenna Nwosu,LB,SEA,1996/12/28,Healthy
Joshua Onujiogu,LB,SEA,1998/03/03,Healthy
Jon Rhattigan,LB,SEA,1999/02/02,Out
Alton Robinson,DE,SEA,1998/06/02,Injured Reserve
Tyreke Smith,LB,SEA,2000/02/14,Injured Reserve
Teez Tabor,S,SEA,1995/12/31,Healthy
Darrell Taylor,DE,SEA,1997/03/24,Healthy
Al Woods,DT,SEA,1987/03/25,Healthy
Tariq Woolen,CB,SEA,1999/05/02,Healthy
Michael Dickson,P,SEA,1996/01/04,Healthy
Jason Myers,PK,SEA,1991/05/12,Healthy
Tyler Ott,LS,SEA,1992/02/28,Injured Reserve
Carson Tinker,LS,SEA,1989/11/15,Healthy
Giovani Bernard,RB,TB,1991/11/22,Healthy
Tom Brady,QB,TB,1977/08/03,Healthy
Cameron Brate,TE,TB,1991/07/03,Healthy
Dylan Cook,OT,TB,1998/01/11,Healthy
Jaelon Darden,WR,TB,1999/01/14,Healthy
Mike Evans,WR,TB,1993/08/21,Healthy
Leonard Fournette,RB,TB,1995/01/18,Questionable
Blaine Gabbert,QB,TB,1989/10/15,Healthy
Russell Gage,WR,TB,1996/01/22,Questionable
Kaylon Geiger,WR,TB,1997/11/01,Healthy
Chris Godwin,WR,TB,1996/02/27,Healthy
Luke Goedeke,G,TB,1998/11/28,Questionable
Ryan Griffin,QB,TB,1989/11/17,Healthy
Robert Hainsey,OT,TB,1998/08/12,Healthy
Bug Howard,TE,TB,1994/11/28,Questionable
Ryan Jensen,C,TB,1991/05/27,Injured Reserve
Tyler Johnson,WR,TB,1998/08/25,Healthy
Julio Jones,WR,TB,1989/02/08,Healthy
Ko Kieft,TE,TB,1998/01/20,Healthy
Patrick Laird,RB,TB,1995/08/17,Healthy
Nick Leverett,G,TB,1997/01/11,Healthy
Shaq Mason,G,TB,1993/08/28,Healthy
Scotty Miller,WR,TB,1997/07/31,Healthy
John Molchon,G,TB,1997/02/02,Healthy
Cade Otton,TE,TB,1999/04/15,Healthy
Breshad Perriman,WR,TB,1993/09/10,Healthy
Kyle Rudolph,TE,TB,1989/11/09,Healthy
Justin Skule,OT,TB,1996/11/23,Healthy
Donovan Smith,OT,TB,1993/06/23,Healthy
Aaron Stinnie,G,TB,1994/02/18,Injured Reserve
Deven Thompkins,WR,TB,1999/12/23,Healthy
Kyle Trask,QB,TB,1998/03/06,Healthy
Ke'Shawn Vaughn,RB,TB,1997/05/04,Healthy
Brandon Walton,OT,TB,1998/03/18,Healthy
David Wells,TE,TB,1995/05/02,Healthy
Josh Wells,OT,TB,1991/02/14,Healthy
Rachaad White,RB,TB,1999/01/12,Healthy
Tristan Wirfs,OT,TB,1999/01/24,Out
Genard Avery,LB,TB,1995/04/26,Healthy
Shaquil Barrett,LB,TB,1992/11/17,Injured Reserve
K.J. Britt,LB,TB,1999/06/04,Injured Reserve
Anthony Chesley,CB,TB,1996/05/31,Healthy
Lavonte David,LB,TB,1990/01/23,Healthy
Khalil Davis,DT,TB,1996/08/22,Healthy
Carlton Davis III,CB,TB,1996/12/31,Healthy
Jamel Dean,CB,TB,1996/10/15,Healthy
Dee Delaney,CB,TB,1995/02/20,Healthy
Mike Edwards,S,TB,1996/05/18,Questionable
Olakunle Fatukasi,LB,TB,1999/06/11,Healthy
William Gholston,DE,TB,1991/07/31,Healthy
Ulysees Gilbert III,LB,TB,1997/08/09,Healthy
Cam Gill,LB,TB,1997/12/14,Injured Reserve
Mike Greene,DE,TB,1999/05/03,Healthy
Logan Hall,DE,TB,2000/04/22,Healthy
Akiem Hicks,DE,TB,1989/11/16,Healthy
Zyon McCollum,CB,TB,1999/05/03,Healthy
Quandre Mosely,CB,TB,1999/05/18,Healthy
Sean Murphy-Bunting,CB,TB,1997/06/19,Questionable
Carl Nassib,LB,TB,1993/04/12,Healthy
Keanu Neal,S,TB,1995/07/26,Healthy
Anthony Nelson,LB,TB,1997/03/04,Healthy
Rakeem Nunez-Roches,DT,TB,1993/07/03,Healthy
Patrick O'Connor,DE,TB,1993/11/01,Healthy
Willington Previlon,DT,TB,1997/05/19,Healthy
Logan Ryan,S,TB,1991/02/09,Injured Reserve
Deadrin Senat,DT,TB,1994/07/22,Healthy
Ryan Smith,CB,TB,1993/09/07,Healthy
Charles Snowden,LB,TB,1998/03/27,Healthy
Joe Tryon-Shoyinka,LB,TB,1999/04/30,Healthy
Nolan Turner,S,TB,1997/11/29,Healthy
Vita Vea,DT,TB,1995/02/05,Healthy
Devin White,LB,TB,1998/02/17,Healthy
Antoine Winfield Jr.,S,TB,1998/08/16,Questionable
Jake Camarda,P,TB,1999/04/20,Healthy
Ryan Succop,PK,TB,1986/09/19,Healthy
Zach Triner,LS,TB,1991/01/30,Healthy
C.J. Board,WR,TEN,1993/12/12,Healthy
Aaron Brewer,G,TEN,1997/10/28,Healthy
Treylon Burks,WR,TEN,2000/03/23,Healthy
Trenton Cannon,RB,TEN,1994/07/23,Injured Reserve
Tory Carter,FB,TEN,1999/03/16,Healthy
Julius Chestnut,RB,TEN,2000/10/26,Healthy
Le'Raven Clark,OT,TEN,1993/04/22,Healthy
Chris Conley,WR,TEN,1992/10/25,Healthy
Dennis Daley,G,TEN,1996/08/07,Healthy
Nate Davis,G,TEN,1996/09/23,Healthy
Dez Fitzpatrick,WR,TEN,1997/12/17,Healthy
Hassan Haskins,RB,TEN,1999/11/26,Healthy
Derrick Henry,RB,TEN,1994/01/04,Healthy
Dontrell Hilliard,RB,TEN,1995/02/26,Healthy
Cody Hollister,WR,TEN,1993/11/18,Healthy
Austin Hooper,TE,TEN,1994/11/04,Healthy
Ben Jones,C,TEN,1989/07/02,Questionable
Jamarco Jones,OT,TEN,1996/06/04,Injured Reserve
Mason Kinsey,WR,TEN,1998/08/29,Healthy
Corey Levin,G,TEN,1994/08/12,Healthy
Taylor Lewan,OT,TEN,1991/07/22,Injured Reserve
Racey McMath,WR,TEN,1999/06/14,Injured Reserve
Xavier Newman,C,TEN,1999/08/04,Healthy
Thomas Odukoya,TE,TEN,1997/05/05,Healthy
Chigoziem Okonkwo,TE,TEN,1999/09/08,Healthy
Nicholas Petit-Frere,OT,TEN,1999/09/15,Healthy
Kyle Philips,WR,TEN,1999/06/17,Injured Reserve
Kevin Rader,TE,TEN,1995/04/26,Healthy
Dillon Radunz,OT,TEN,1998/03/28,Healthy
Jordan Roos,G,TEN,1993/07/06,Healthy
Andrew Rupcich,OT,TEN,1999/04/01,Healthy
Eric Smith,OT,TEN,1995/09/02,Healthy
Geoff Swaim,TE,TEN,1993/09/16,Healthy
Ryan Tannehill,QB,TEN,1988/07/27,Healthy
Nick Westbrook-Ikhine,WR,TEN,1997/03/21,Healthy
Malik Willis,QB,TEN,1999/05/25,Healthy
Robert Woods,WR,TEN,1992/04/10,Healthy
Logan Woodside,QB,TEN,1995/01/27,Healthy
Andrew Adams,S,TEN,1992/10/28,Healthy
Ola Adeniyi,LB,TEN,1997/09/12,Injured Reserve
Denico Autry,DE,TEN,1990/07/15,Questionable
Tre Avery,CB,TEN,1997/02/26,Healthy
Kyron Brown,CB,TEN,1996/05/26,Healthy
Kevin Byard,S,TEN,1993/08/17,Healthy
Chance Campbell,LB,TEN,1999/10/08,Injured Reserve
Dylan Cole,LB,TEN,1994/05/19,Healthy
Zach Cunningham,LB,TEN,1994/12/02,Injured Reserve
Bud Dupree,LB,TEN,1993/02/12,Healthy
Mario Edwards Jr.,DE,TEN,1994/01/25,Healthy
Caleb Farley,CB,TEN,1998/11/02,Injured Reserve
Kristian Fulton,CB,TEN,1998/09/03,Healthy
Jack Gibbens,LB,TEN,1998/11/24,Healthy
Da'Shawn Hand,DE,TEN,1995/11/14,Injured Reserve
Davontae Harris,CB,TEN,1995/01/21,Healthy
Amani Hooker,S,TEN,1998/06/14,Healthy
Chris Jackson,CB,TEN,1998/04/13,Injured Reserve
Lonnie Johnson,CB,TEN,1995/11/04,Injured Reserve
Joe Jones,LB,TEN,1994/02/21,Healthy
Naquan Jones,DT,TEN,1998/02/05,Healthy
Joshua Kalu,S,TEN,1995/08/28,Healthy
Harold Landry III,LB,TEN,1996/06/05,Injured Reserve
David Long Jr.,LB,TEN,1996/10/12,Healthy
Greg Mabin,CB,TEN,1994/06/25,Healthy
Roger McCreary,CB,TEN,2000/02/10,Healthy
Terrance Mitchell,CB,TEN,1992/05/17,Healthy
Elijah Molden,CB,TEN,1999/01/30,Healthy
A.J. Moore,S,TEN,1995/12/15,Injured Reserve
Larrell Murchison,DT,TEN,1997/04/24,Healthy
Sam Okuayinonu,DT,TEN,1998/05/01,Healthy
Jayden Peevy,DE,TEN,1999/09/03,Healthy
Wyatt Ray,LB,TEN,1996/10/24,Healthy
Monty Rice,LB,TEN,1999/01/08,Healthy
Joe Schobert,LB,TEN,1993/11/06,Healthy
Jeffery Simmons,DT,TEN,1997/07/28,Healthy
Andre Smith,LB,TEN,1997/04/20,Healthy
Kevin Strong,DE,TEN,1996/08/05,Healthy
Teair Tart,DT,TEN,1997/02/28,Healthy
Josh Thompson,S,TEN,1998/10/20,Injured Reserve
DeMarcus Walker,DE,TEN,1994/09/30,Healthy
Rashad Weaver,LB,TEN,1997/11/10,Healthy
Randy Bullock,PK,TEN,1989/12/16,Questionable
Morgan Cox,LS,TEN,1986/04/26,Healthy
Caleb Shudak,PK,TEN,1997/11/19,Healthy
Ryan Stonehouse,P,TEN,1999/05/11,Healthy
Alex Akingbulu,OT,WSH,1997/12/28,Healthy
Alex Armah,FB,WSH,1994/05/17,Healthy
John Bates,TE,WSH,1997/11/06,Healthy
Dyami Brown,WR,WSH,1999/11/01,Healthy
Saahdiq Charles,OT,WSH,1999/07/26,Healthy
Sam Cosmi,OT,WSH,1999/02/16,Healthy
Jahan Dotson,WR,WSH,2000/03/22,Healthy
Alex Erickson,WR,WSH,1992/11/06,Healthy
Jake Fromm,QB,WSH,1998/07/30,Healthy
Antonio Gibson,RB,WSH,1998/06/23,Healthy
Taylor Heinicke,QB,WSH,1993/03/15,Healthy
Curtis Hodges,TE,WSH,1999/07/03,Injured Reserve
Sam Howell,QB,WSH,2000/09/16,Healthy
Tyler Larsen,C,WSH,1991/07/08,Healthy
Nolan Laufenberg,G,WSH,1999/03/25,Out
Charles Leno Jr.,OT,WSH,1991/10/09,Healthy
Cornelius Lucas,OT,WSH,1991/07/18,Healthy
Nick Martin,C,WSH,1993/04/29,Healthy
Wes Martin,G,WSH,1996/05/09,Healthy
Kyric McGowan,WR,WSH,1999/11/01,Healthy
J.D. McKissic,RB,WSH,1993/08/15,Injured Reserve
Terry McLaurin,WR,WSH,1995/09/15,Healthy
Marken Michel,WR,WSH,1993/07/06,Healthy
Dax Milne,WR,WSH,1999/06/23,Questionable
Aaron Monteiro,OT,WSH,1997/03/25,Healthy
Andrew Norwell,G,WSH,1991/10/25,Healthy
Jaret Patterson,RB,WSH,1999/12/23,Healthy
Chris Paul,G,WSH,1998/11/19,Healthy
Brian Robinson Jr.,RB,WSH,1999/03/22,Healthy
Armani Rogers,TE,WSH,1997/12/04,Injured Reserve
Chase Roullier,C,WSH,1993/08/23,Injured Reserve
Curtis Samuel,WR,WSH,1996/08/11,Healthy
Wes Schweitzer,G,WSH,1993/09/11,Injured Reserve
Cam Sims,WR,WSH,1996/01/06,Healthy
Keaton Sutherland,G,WSH,1997/02/12,Healthy
Logan Thomas,TE,WSH,1991/07/01,Healthy
Cole Turner,TE,WSH,2000/03/16,Healthy
Trai Turner,G,WSH,1993/06/14,Questionable
Carson Wentz,QB,WSH,1992/12/30,Injured Reserve
Jonathan Williams,RB,WSH,1994/02/02,Healthy
Eli Wolf,TE,WSH,1997/03/11,Injured Reserve
Jonathan Allen,DT,WSH,1995/01/16,Healthy
David Bada,DT,WSH,1995/04/24,Healthy
Jon Bostic,LB,WSH,1991/05/05,Healthy
Will Bradley-King,DE,WSH,1997/12/22,Healthy
Percy Butler,S,WSH,2000/05/29,Healthy
Tariq Castro-Fields,CB,WSH,1999/01/14,Injured Reserve
Kamren Curl,S,WSH,1999/03/31,Healthy
Jamin Davis,LB,WSH,1998/12/12,Healthy
Milo Eifler,LB,WSH,1998/02/13,Healthy
Corn Elder,CB,WSH,1994/10/09,Healthy
DaMarcus Fields,CB,WSH,1998/03/11,Healthy
Darrick Forrest,S,WSH,1999/05/22,Healthy
Kendall Fuller,CB,WSH,1995/02/13,Healthy
Nate Gerry,LB,WSH,1995/02/23,Healthy
De'Jon Harris,LB,WSH,1997/11/01,Healthy
Cole Holcomb,LB,WSH,1996/07/30,Injured Reserve
Christian Holmes,CB,WSH,1997/09/14,Healthy
Khaleke Hudson,LB,WSH,1997/12/06,Healthy
Danny Johnson,CB,WSH,1995/11/17,Healthy
Phidarian Mathis,DT,WSH,1998/04/26,Injured Reserve
David Mayo,LB,WSH,1993/08/18,Healthy
Bobby McCain,S,WSH,1993/08/18,Healthy
Efe Obada,DE,WSH,1992/04/13,Healthy
Daron Payne,DT,WSH,1997/05/27,Healthy
Benning Potoa'e,DE,WSH,1996/09/17,Healthy
Jeremy Reaves,S,WSH,1996/08/29,Healthy
John Ridgeway,DT,WSH,1999/05/07,Healthy
James Smith-Williams,DE,WSH,1997/07/30,Healthy
Benjamin St-Juste,CB,WSH,1997/09/08,Questionable
Montez Sweat,DE,WSH,1996/09/04,Healthy
Shaka Toney,DE,WSH,1998/01/07,Healthy
Casey Toohill,DE,WSH,1996/08/21,Healthy
Drew White,LB,WSH,1998/09/15,Injured Reserve
Rachad Wildgoose,CB,WSH,2000/06/20,Healthy
Daniel Wise,DT,WSH,1996/01/16,Healthy
Chase Young,DE,WSH,1999/04/14,Questionable
Camaron Cheeseman,LS,WSH,1998/04/26,Healthy
Joey Slye,PK,WSH,1996/04/10,Healthy
Tress Way,P,WSH,1990/04/18,Healthy
